Accession	ID/Symbol	# of abstracts	abstract list
MI0000284	hsa-mir-204	94	20056717;20369013;20584895;20691260;20713703;21282569;21316776;21321078;21347785;21446014;21761156;21794090;21818300;21890685;22018284;22033272;22516261;22523078;22534459;22629385;22692818;22718995;22892391;22982025;23114789;23152059;23204229;23221074;23282077;23285024;23541832;23562819;23620728;23768087;23975026;24025188;24083979;24151623;24270264;24280681;24321270;24613926;24617557;24623969;24641951;24756716;24833879;24865442;24960162;24984017;25031750;25036738;25055875;25157435;25167801;25187411;25209181;25294901;25342468;25366760;25381598;25391656;25410734;25412236;25429829;25473826;25517751;25568843;25603050;25619138;25647033;25651400;25652855;25701119;25752113;25806689;25847080;25998694;26003727;26047168;26056285;26062936;26134825;26145533;26191195;26224795;26298346;26323722;26406941;26436206;26464665;26592513;26656364;26935060;
MI0000285	hsa-mir-205	199	17475218;18089790;18242245;18376396;18698484;18719201;18799331;18836656;18927505;19033458;19065659;19190970;19238171;19244118;19273703;19276373;19502803;19665999;19839716;19901913;20068099;20436283;20442294;20473948;20526284;20530248;20588024;20598226;20628822;20737563;21237487;21255435;21263248;21277012;21330408;21363915;21368878;21426561;21431706;21453382;21454583;21553120;21684271;21787752;21873453;21903498;21983934;21996275;22031317;22159356;22167321;22183793;22223089;22294324;22356767;22374676;22391564;22525428;22555458;22578566;22618509;22631664;22643117;22782668;22805332;22815235;22854542;22859986;22869146;22870299;22871739;22890556;22949650;22999546;23041061;23043084;23056551;23073476;23125283;23184537;23212344;23239884;23269700;23279926;23297865;23436423;23447575;23463342;23469001;23474752;23519125;23564023;23571738;23589079;23612742;23629002;23638671;23683741;23704072;23711067;23728175;23759980;23800974;23820017;23856247;23881177;23924028;23950153;23974361;23994666;24009426;24084898;24098490;24122292;24129185;24130905;24147037;24160351;24166197;24167554;24173237;24191917;24223734;24297308;24306957;24314651;24339740;24346612;24363810;24370341;24434435;24438615;24462768;24488787;24525843;24568460;24574202;24576478;24608381;24742567;24763883;24812324;24836307;24840329;24911146;24911147;24922071;24929707;24935592;24992580;25012146;25028336;25137071;25207668;25292031;25308719;25341040;25422181;25427583;25476932;25481114;25521201;25524325;25586904;25597268;25600645;25612781;25613953;25633049;25644077;25690121;25695220;25701838;25720086;25736407;25784290;25788864;25792283;25917317;25932280;25956054;25973003;26001155;26218736;26230475;26261492;26292362;26338526;26380287;26451797;26493507;26554762;26633009;26715266;26781079;26807189;26817318;26880795;27035764;
MI0000286	hsa-mir-210	262	17346547;18059191;18283792;18316553;18318758;18347426;18417479;18539147;18624759;18755890;19141645;19285651;19386621;19493678;19546168;19652553;19712585;19723895;19782023;19782034;19808020;19826008;19925433;20035975;20187102;20237418;20308562;20332481;20431067;20434954;20436681;20498629;20526284;20549470;20595629;20728471;20732359;20809117;20837903;20885442;20964835;21044961;21093846;21175813;21253009;21360638;21388517;21407217;21455991;21465485;21467158;21555452;21622133;21652542;21692987;21704399;21712985;21737487;21738599;21747757;21765906;21801864;21812927;21820659;21841015;21864403;21864506;21965273;22012891;22043236;22052189;22095477;22123256;22144109;22171547;22190519;22198466;22203747;22249254;22287106;22294691;22315424;22323552;22360314;22370716;22387901;22541087;22575656;22639449;22651868;22672828;22702055;22704963;22715378;22745662;22790706;22833359;22840297;22842193;22886504;22896707;22962263;22977270;22998595;23000157;23012319;23023426;23024754;23028679;23051042;23064048;23064179;23097335;23125370;23150176;23154383;23173806;23220581;23272057;23284967;23302636;23322395;23350387;23383105;23388440;23430441;23439645;23449350;23469005;23492775;23579275;23608607;23611221;23618526;23623309;23660476;23688833;23798503;23831622;23844087;23902947;23935962;23970374;23975169;23987127;24035613;24053126;24065453;24066071;24089674;24098326;24098824;24111776;24133215;24196612;24212760;24272361;24281335;24290534;24305007;24305009;24310813;24316592;24354525;24382515;24395300;24512729;24549370;24553369;24577088;24586608;24591754;24595085;24597695;24608041;24623741;24626394;24632577;24715221;24720529;24729345;24732841;24767210;24778027;24790587;24890943;24896104;24909053;24921656;24927770;24930954;24935355;24937532;24951777;24962066;24980667;24983771;25015807;25016614;25044272;25069478;25075017;25086636;25091736;25129312;25187177;25263437;25279461;25341039;25385144;25432767;25476086;25481483;25503277;25503465;25516558;25523239;25539938;25579461;25586423;25618442;25620256;25620614;25628931;25639884;25639987;25749524;25756397;25809609;25825391;25846647;25849663;25851536;25862841;25948224;25974855;25981392;26037388;26044868;26059512;26074452;26170125;26176882;26226952;26238071;26243143;26349663;26383628;26443314;26446394;26527285;26563733;26647301;26702486;26705427;26796133;26851030;26898324;26985942;26998056;27009863;27018975;
MI0000287	hsa-mir-211	46	18946016;20056717;20378606;21072171;21109473;21435193;21687938;21794090;22028668;22223089;22235338;22523078;22629385;22832246;22897572;23022383;23155457;23183822;23273170;23313739;23558749;23726841;23934065;24039954;24641951;24848278;24940696;24982912;25277524;25680404;25701119;25888635;25889927;26077422;26152286;26191177;26203913;26277787;26398845;26592513;26599548;26614264;26631117;26787841;26823713;26944279;
MI0000288	hsa-mir-212	59	18162065;19356622;20020497;20388802;20711185;20856931;21053104;21059906;21329664;21977024;22062950;22077060;22110741;22241070;22357618;22362752;22431733;22692398;22832246;22880819;22895706;23011132;23264652;23295264;23560086;23583431;23585551;23712358;23794145;23922798;23974008;24142285;24338410;24961235;24981235;25201063;25201220;25299094;25364284;25392085;25435090;25483038;25562164;25601191;25617893;25635942;25645730;25720694;25766675;25945589;25965836;25988335;26195221;26218441;26347321;26362250;26377202;26377223;26594146;
MI0000289	hsa-mir-181a-1	231	16249029;16489342;16762861;17330104;18450603;18533097;18701320;18809607;18974849;18982517;19033646;19221487;19273599;19585654;19692702;19703567;19822134;19826037;19883312;19937678;20023698;20145152;20162574;20204284;20363096;20558617;20576283;20591824;20693279;20884876;21045193;21079133;21102523;21159845;21167132;21191665;21244495;21271219;21274007;21307844;21332710;21368581;21415464;21447182;21453975;21525173;21685129;21761344;21779448;22006119;22042773;22084432;22209977;22219331;22232059;22251480;22260163;22285729;22348355;22356768;22371183;22442671;22446332;22476949;22488577;22490414;22492871;22535975;22561871;22581522;22692639;22714950;22847611;22909186;22916024;22971574;22986534;23023298;23023500;23052036;23085757;23100311;23134990;23137650;23220232;23222517;23229111;23238588;23241956;23256998;23273104;23301034;23322078;23393335;23408835;23427895;23448381;23516523;23524334;23527072;23527246;23533632;23550642;23553719;23589231;23613523;23637972;23656790;23673427;23705859;23736536;23740615;23759567;23774803;23780685;23886199;23897069;23902770;23911747;23993976;24088671;24098024;24098322;24122719;24148247;24163395;24183793;24183997;24219008;24267199;24335172;24339958;24370793;24394555;24462870;24529171;24531888;24532253;24535903;24556821;24573637;24576072;24607549;24683439;24685694;24722286;24755295;24789113;24795753;24846938;24848932;24870697;24906886;24951034;24954507;24966929;25016292;25024332;25047724;25048087;25058462;25065618;25070000;25092124;25103497;25106798;25128511;25148875;25156012;25174404;25182666;25182732;25187843;25194403;25201733;25230784;25286408;25313246;25365448;25385173;25410655;25444904;25449696;25477247;25498051;25516419;25523507;25524579;25528158;25535255;25626972;25630974;25635127;25641148;25641414;25652854;25669148;25672374;25686674;25690898;25706394;25733820;25739786;25740602;25761179;25775432;25778888;25823933;25844942;25888214;25889210;25890101;25901570;25902802;25976622;25977338;25984438;26041820;26057745;26113450;26214773;26223969;26271976;26322847;26331031;26554155;26616880;26663185;26773729;26923536;26981358;
MI0000290	hsa-mir-214	148	17108080;18982517;19546168;19733659;19859982;20219416;20230785;20400975;20498046;20548023;20610637;20643939;21080911;21106054;21117066;21216304;21228352;21468029;21593728;21654638;21659796;21688200;21734783;21826251;21828058;22048026;22249219;22336710;22350790;22359598;22387046;22399294;22502680;22540680;22613005;22745684;22815788;22828925;22849305;22904162;22927443;22962603;22973051;22982546;23028094;23068095;23100276;23171795;23187003;23223004;23230184;23301758;23337879;23360823;23408966;23479198;23483452;23532734;23624869;23667173;23669656;23672416;23682678;23688497;23721345;23727574;23834902;23905773;23929716;23962428;23965969;24009496;24026105;24033540;24038809;24046283;24098728;24122827;24158985;24167554;24277415;24386085;24465927;24473397;24494749;24587461;24614175;24616020;24643020;24760176;24789420;24802407;24811402;24822185;24958738;25000974;25041364;25085702;25223704;25231260;25293877;25310480;25361012;25364765;25432767;25483088;25498991;25501033;25517751;25556274;25575606;25591843;25621032;25623865;25656649;25706919;25723320;25738546;25747711;25749389;25750274;25784290;25815880;25876995;25925428;25925667;25931214;25962755;25975233;25998065;26055138;26108246;26122702;26229009;26239171;26252022;26329304;26335793;26349993;26462018;26498144;26498408;26512652;26722446;26788207;26918939;26951965;27014189;
MI0000291	hsa-mir-215	39	19074875;19074876;20433742;20647341;20815808;20951946;21119604;21752725;22033272;22205577;22353773;22431721;22859947;23289731;23532818;23584289;23666471;23715501;23836017;23874421;23981575;24333569;24434140;24710934;24981590;24993656;25028925;25270284;25444916;25489847;25565137;25775580;25857602;25984907;26317904;26622784;26662405;26801621;26942205;
MI0000292	hsa-mir-216a	28	17237814;20206398;20713358;20857533;21149267;22392644;22898879;22905187;23174591;23471579;23995054;24285669;24322557;24322754;24481443;24509209;24895996;24927770;24958806;24992527;25220761;25277191;25501921;25710008;25955794;26149212;26206089;26989293;
MI0000293	hsa-mir-217	40	17237814;18719196;19102782;19563808;19786632;20675343;21106538;21463235;21952822;22001830;22308024;22406815;22446413;23697367;23790169;23797704;24350829;24376725;24509209;24671492;24850757;25138213;25172416;25199527;25234467;25289936;25538231;25703328;25801876;25844942;25869101;25908274;25960216;26016795;26054690;26062553;26098560;26224480;26415832;26708715;
MI0000294	hsa-mir-218-1	130	17998940;19168627;19372056;19767772;19890957;19913497;20079150;20163849;20300657;20510072;20838434;20844033;20933503;21123372;21159652;21309487;21385904;21519788;21795477;22011248;22045675;22088371;22237456;22513474;22705304;22766851;22860003;22898079;22968430;23159910;23212916;23226307;23243056;23255074;23320911;23395645;23443110;23454155;23483249;23566829;23605904;23611268;23643983;23662917;23720784;23886165;23950210;23970061;23996750;24091133;24118778;24166773;24247270;24272999;24294377;24298938;24357514;24368849;24375253;24501422;24696000;24705471;24706111;24761857;24767210;24815849;24824743;24839010;24843318;24894864;24944481;24973709;25010661;25042866;25050621;25110121;25120782;25170221;25310186;25337271;25374061;25394901;25398664;25410734;25416134;25473903;25482044;25503309;25511701;25526925;25569100;25634129;25652124;25694126;25701838;25760926;25773834;25786906;25789001;25812649;25816091;25851497;25854564;25857406;25864959;25898945;25900794;25908215;25917317;25940608;25943352;25967457;25967969;25999024;26012781;26024833;26052525;26062749;26133092;26137139;26157321;26157323;26282001;26384051;26385770;26442524;26446495;26572167;26703568;26889813;
MI0000295	hsa-mir-218-2	130	17998940;19168627;19372056;19767772;19890957;19913497;20079150;20163849;20300657;20510072;20838434;20844033;20933503;21123372;21159652;21309487;21385904;21519788;21795477;22011248;22045675;22088371;22237456;22513474;22705304;22766851;22860003;22898079;22968430;23159910;23212916;23226307;23243056;23255074;23320911;23395645;23443110;23454155;23483249;23566829;23605904;23611268;23643983;23662917;23720784;23886165;23950210;23970061;23996750;24091133;24118778;24166773;24247270;24272999;24294377;24298938;24357514;24368849;24375253;24501422;24696000;24705471;24706111;24761857;24767210;24815849;24824743;24839010;24843318;24894864;24944481;24973709;25010661;25042866;25050621;25110121;25120782;25170221;25310186;25337271;25374061;25394901;25398664;25410734;25416134;25473903;25482044;25503309;25511701;25526925;25569100;25634129;25652124;25694126;25701838;25760926;25773834;25786906;25789001;25812649;25816091;25851497;25854564;25857406;25864959;25898945;25900794;25908215;25917317;25940608;25943352;25967457;25967969;25999024;26012781;26024833;26052525;26062749;26133092;26137139;26157321;26157323;26282001;26384051;26385770;26442524;26446495;26572167;26703568;26889813;
MI0000296	hsa-mir-219a-1	32	17553428;18075311;20656788;21151203;21998659;22015065;22378788;22449948;22449976;22661538;22674195;22957142;23029284;23356981;23508906;23637748;23690991;23813567;24205249;24369900;24608432;24680705;24756834;24980149;25031391;25368035;25423566;25574843;25598502;26043902;26081620;26609515;
MI0000298	hsa-mir-221	400	16330772;16365291;16419135;16728577;16849646;17102639;17487835;17569667;17627278;17721077;17914108;17943719;17964546;18058265;18246122;18382364;18413744;18417445;18521080;18555017;18587330;18647411;18759060;18790736;18794255;18983236;19030936;19088079;19107213;19109175;19120703;19126397;19153141;19159078;19175072;19254429;19267923;19273599;19351599;19351747;19351832;19371267;19381257;19424584;19464057;19585579;19615744;19625765;19671867;19690454;19711427;19730150;19749093;19767219;19768731;19821055;19953484;19962668;20012062;20014922;20021821;20067101;20110463;20146005;20198336;20203269;20237425;20299489;20305142;20332664;20385090;20388878;20406109;20417062;20428775;20460378;20461750;20492666;20516212;20547861;20584895;20595629;20618998;20624000;20813046;20818387;20827536;20841497;20880178;21037422;21042732;21057537;21071579;21076613;21109963;21119596;21132270;21159845;21195052;21206010;21226887;21236259;21245048;21273047;21274675;21275764;21278784;21295551;21310411;21355095;21361781;21378318;21411270;21458843;21461636;21475881;21481725;21487968;21515467;21538272;21553120;21562054;21567136;21586237;21586588;21673316;21673684;21706050;21711453;21715310;21743492;21756067;21757972;21779484;21788445;21826251;21868360;21873159;21876625;21932423;21944470;21967250;22009537;22009755;22075712;22082479;22110251;22117988;22126772;22127852;22138289;22156446;22265967;22267590;22272270;22275134;22294051;22298119;22350980;22396537;22405870;22432036;22473819;22482439;22527538;22535415;22547036;22568334;22572970;22594500;22613407;22618509;22660186;22681957;22685016;22714032;22728346;22771635;22855362;22864280;22895815;22895844;22992757;22994734;23023232;23031797;23064661;23111503;23144465;23184647;23206488;23221369;23226290;23270413;23307259;23320393;23329235;23333386;23353719;23372675;23390134;23396454;23400877;23410519;23444217;23479461;23497354;23529451;23550635;23555914;23563786;23564792;23569131;23579640;23607629;23611268;23630541;23637992;23648338;23663050;23688995;23697773;23741392;23744534;23752880;23756832;23770133;23770851;23776679;23797704;23801152;23845179;23860376;23867206;23876508;23895238;23923026;23939688;23944957;23967190;23969726;24055409;24060074;24064622;24115205;24129242;24129413;24143183;24147037;24147153;24166312;24167554;24191917;24195082;24215168;24269686;24286315;24295494;24319365;24324033;24327568;24331999;24379138;24386864;24409057;24443580;24460313;24473397;24474451;24475314;24517143;24586944;24589600;24595467;24607843;24609385;24625073;24643689;24667259;24674454;24718706;24723223;24736554;24780067;24832085;24850203;24886939;24892674;24905916;24913549;24918778;24923882;24924200;24925859;24927915;24931456;24958738;24969479;24974841;24976077;24993451;25007959;25019494;25053875;25061297;25127724;25151966;25190021;25225963;25232827;25233396;25236949;25242288;25252191;25409512;25421010;25428536;25430553;25431954;25433287;25445205;25447674;25447917;25456009;25466375;25483016;25486993;25492219;25503309;25517390;25523096;25585941;25586265;25599923;25612891;25620614;25636684;25639539;25641933;25663689;25686829;25704452;25731730;25738598;25761682;25810396;25811198;25846647;25865302;25891943;25893733;25909813;25924719;25926893;25928257;25932132;25955843;26046003;26065857;26106610;26114486;26117405;26131134;26153983;26164758;26176074;26191177;26201448;26209976;26211628;26214494;26217396;26221589;26249174;26253160;26258795;26259234;26325107;26365191;26397386;26422796;26451018;26464363;26475020;26503209;26527748;26542291;26556862;26637460;26645045;26645212;26708164;26788506;26796268;26806834;26827795;26930142;26959615;26998056;27031715;
